"id","title","date","authors","authorsInternal","topics","jel","abstract"
"2012-8","Extracting Information from the Business Outlook Survey Using Statistical Approaches","December 2012","Lise Pichette","TRUE","Business fluctuations and cycles,Regional economic developments","C,C4,C43,C8,C82,E,E3,E37","Since the autumn of 1997, the regional offices of the Bank of Canada have conducted quarterly consultations with businesses across Canada. These consultations, summarized in the Business Outlook Survey (BOS), are structured around a survey questionnaire that covers topics of importance to the Bank, notably business activity, pressures on production capacity, prices and inflation, and credit conditions. The author aims to enhance our understanding of the survey’s information content by extending the early work of Martin and Papile (2004) in two key ways. First, since all BOS questions are designed to capture some aspect of economic activity and are therefore interrelated, various approaches were considered to extract the common underlying variations among the indicators: a subjective approach (a simple average), principal-component analysis and factor analysis. Second, the information content of these common movements is assessed, using regression analysis and a forecasting assessment. The results suggest that all approaches to extract the information from the BOS provide very similar measures of underlying common variations. This underlying variable appears to be a useful indicator of economic activity, particularly for providing information on investment spending. However, the balance of opinion on future sales growth remains a better indicator than any measures of common movements for the growth of real GDP."
"2012-9","How Important Are Liquidity Constraints for Canadian Households? Evidence from Micro-Data","December 2012","Umar Faruqui,Samah Torchani","FALSE,TRUE","Economic models,Sectoral balance sheet","C,C3,C35,D,D1,D12,D3,D30","Using a unique micro-dataset containing real and financial information on Canadian households for 2000–07, the authors address two questions: (1) What is the proportion of households whose consumption displays excess sensitivity to income, and who are likely liquidity constrained? (2) Do house prices affect the ability of Canadian households to smooth their consumption? The authors find that, on average (over the 2000–07 period), about 23 per cent of households in Canada were constrained. Their results suggest that young households with fewer liquid assets, higher education and lower home equity, as well as those that are unmarried, are more likely to be liquidity constrained than other households. The authors’ results also suggest that larger housing equity tends to facilitate consumption smoothing for households in Canada. This provides empirical evidence of a collateral channel linking house prices and consumption."
"2013-1","Asking About Wages: Results from the Bank of Canada’s Wage Setting Survey of Canadian Companies","February 2013","David Amirault,Paul Fenton,Thérèse Laflèche","TRUE,FALSE,FALSE","Labour markets,Transmission of monetary policy","E,E2,E24,J,J3,J33,M,M5,M52","The Bank of Canada conducted a Wage Setting Survey with a sample of 200 private sector firms from mid-October 2007 to May 2008. Results indicate that wage adjustments for the Canadian non-union private workforce are overwhelmingly time dependent, with a fixed duration of one year, and are clustered in the first four months of the year, suggesting that wage stickiness may not be constant over the year. Ad hoc adjustments between these fixed dates are rare, but when they do occur they are almost always upward and often in response to tight labour markets. The market wage rate is the most important factor managers consider when setting wages for their employees. Depending on firm size, different strategies are used to gain information about the market wage. Other important factors taken into account when setting wages include the firm’s profitability, its difficulty in attracting staff and workers’ productivity. While many managers acknowledge a link between the wage decision and inflation, very few use formal wage indexation rules such as a cost-of-living adjustment. Rather, most describe an informal backward-looking link. Survey results also suggest that managers are very reluctant to cut nominal base wages in times of weak demand. Managers are more likely to cut incentive pay, which would allow some flexibility in total compensation even if base pay is inflexible, or reduce the quantity of labour inputs (hours and employees)."
"2013-2","Méthodologie de construction de séries de taux de défaut pour l’industrie canadienne","March 2013","Ramdane Djoudad,Étienne Bordeleau","FALSE,FALSE","Econometric and statistical methods,Financial Institutions,Financial stability","C,C1,C13,C18,G,G2,G21,G3,G33","Default rates are series commonly used in stress testing. In Canada, as in many other countries, there are no historical series available for sectoral default rates on bank loans to firms. Knowledge of such data is required to assess the impact of shocks on the balance sheets of financial institutions and to conduct stress-testing exercises of the banking system. The authors discuss the methodology used to construct historical series of firm default rates for selected sectors of the Canadian economy, as well as the models applied to predict default rates. Their findings confirm the existence of a non-linear relationship between the gross domestic product, the unemployment rate and default rates."
"2013-3","Sovereign Default and State-Contingent Debt","November 2013","Martin Brooke,Rhys R. Mendes,Alex Pienkowski,Eric Santor","FALSE,TRUE,FALSE,TRUE","International financial markets,International topics","F,F3,F34","Foreword"
"2013-4","Lessons from the Financial Crisis: Bank Performance and Regulatory Reform","December 2013","Neville Arjani,Graydon Paulin","FALSE,FALSE","Financial Institutions,Financial system regulation and policies","G,G2,G21,G28","The financial systems of some countries fared materially better than others during the global financial crisis of 2007-09. The performance of the Canadian banking system during this period was relatively strong. Using a case study approach together with empirical analysis, we assess some of the factors that contributed to this favourable outcome with a view to drawing useful lessons for regulatory reform. We argue that an important contributor to positive bank performance was a solid approach to risk management on the part of the Canadian banking system, an approach that was actively fostered by the domestic authorities. Efforts to buttress risk management were favourably influenced by several stressful yet instructive episodes in Canadian financial history. The 2007-09 crisis experience suggests a need to make risk management a pervasive element of financial system culture and emphasizes the importance of robust liquidity management."
"2014-1","Canadian Non-Energy Exports: Past Performance and Future Prospects","April 2014","André Binette,Daniel de Munnik,Émilien Gouin-Bonenfant","TRUE,TRUE,FALSE","Balance of payments and components,Exchange rates","F,F1,F10,F14,F4,F43","Canada has continued to lose market share in the United States since the Great Recession, beyond what our bilateral competitiveness measures (relative unit labour costs) would suggest. In this context, we have studied 31 non?energy export categories to assess their individual performance against a category-specific foreign activity measure or benchmark, and to identify which export subaggregates will likely be supported by the recent depreciation of the Canadian dollar. Our main findings are: (i) among the 31 subsectors of non-energy exports, about half (in value terms) have either been performing as expected or outperforming their benchmarks; (ii) the remaining subsectors have lagged their benchmarks, mainly owing to longer-term structural declines; (iii) around half of the subsectors appear to be quite sensitive to persistent movements in the exchange rate; and (iv) about half of the non-energy export subaggregates are anticipated to lead the recovery, including those likely to benefit from robust growth in U.S. construction, U.S. investment in machinery and equipment, and/or the recent depreciation of the Canadian dollar."
"2014-2","Electronic Money and Payments: Recent Developments and Issues","April 2014","Ben Fung,Miguel Molico,Gerald Stuber","TRUE,TRUE,TRUE","Bank notes,Digital Currencies,Financial services,Payment clearing and settlement systems","E,E4,E41,E42","The authors review recent developments in retail payments in Canada and elsewhere, with a focus on e-money products, and assess their potential public policy implications. In particular, they study how these developments will affect the demand for bank notes, and the central bank’s balance sheet and its seigniorage revenue, which as a result might affect the central bank’s ability to implement and conduct monetary policy and to promote financial stability. Other public policy issues, such as safety and efficiency, and user protection as well as legal, security and law enforcement, are also considered. While the demise of cash is not imminent, it is important for the central bank to continue to evaluate its potential roles with regard to e-money."
"2014-3","Forecasting Short-Term Real GDP Growth in the Euro Area and Japan Using Unrestricted MIDAS Regressions","June 2014","Maxime Leboeuf,Louis Morel","TRUE,TRUE","Econometric and statistical methods,International topics","C,C5,C50,C53,E,E3,E37,E4,E47","In this paper, the authors develop a new tool to improve the short-term forecasting of real GDP growth in the euro area and Japan. This new tool, which uses unrestricted mixed-data sampling (U-MIDAS) regressions, allows an evaluation of the usefulness of a wide range of indicators in predicting short-term real GDP growth. In line with previous Bank studies, the results suggest that the purchasing managers’ index (PMI) is among the best-performing indicators to forecast real GDP growth in the euro area, while consumption indicators and business surveys (the PMI and the Economy Watchers Survey) have the most predictive power for Japan. Moreover, the results indicate that combining the predictions from a number of indicators improves forecast accuracy and can be an effective way to mitigate the volatility associated with monthly indicators. Overall, our preferred U-MIDAS model specification performs well relative to various benchmark models and forecasters."
"2014-4","Removal of the Unwinding Provisions in the Automated Clearing Settlement System: A Risk Assessment","July 2014","Nicholas Labelle,Varya Taylor","TRUE,TRUE","Financial stability,Payment clearing and settlement systems","C,C1,C15,G,G0,G01,G2,G3","A default in the Automated Clearing Settlement System (ACSS) occurs when a Direct Clearer is unable to settle its final obligation. In August 2012, the Canadian Payments Association amended the ACSS by-law and rules to repeal the unwinding provisions from the ACSS default framework. Without unwinding, payment items are no longer returned by the defaulter to the other participants as a means of reducing the defaulter’s final obligation. Instead, the other Direct Clearers (survivors) pay only additional settlement obligations to cover the defaulter’s shortfall. To assess the potential exposures of an ACSS default without unwinding, we use simulations to estimate the value of additional settlement obligations for each survivor and compare these exposures to their capital and liquid assets. Results indicate that these exposures are indeed manageable by survivors and, therefore, that the ACSS does not pose systemic risk."
"2014-5","The Neutral Rate of Interest in Canada","September 2014","Rhys R. Mendes","TRUE","Interest rates,Transmission of monetary policy","E,E4,E40,E42,E43,E5,E50,E52,E58","A measure of the neutral policy interest rate can be used to gauge the stance of monetary policy. We define the neutral rate as the real policy rate consistent with output at its potential level and inflation equal to target after the effects of all cyclical shocks have dissipated. This is a medium- to longer-run concept of the neutral rate. Under this definition, the neutral rate in Canada is determined by the longer-run forces that influence savings and investment in both the Canadian and global economies. Structural forces have likely reduced the neutral rate by more than a percentage point since the mid-2000s. The Bank’s estimates of the real neutral policy rate currently stand in the 1 to 2 per cent range, or 3 to 4 per cent in nominal terms. The current gap between the policy rate and the neutral rate reflects policy stimulus in response to significant excess supply and in the face of continuing headwinds. As long as these headwinds persist, a policy rate below neutral will be required to maintain inflation sustainably at target."
"2014-6","Integrating Uncertainty and Monetary Policy-Making: A Practitioner’s Perspective","October 2014","Stephen S. Poloz","TRUE","Economic models,Financial stability,Monetary policy framework,Uncertainty and monetary policy","C,C5,C50,E,E3,E37,E5,E6,E61","This paper discusses how central banking is evolving in light of recent experience, with particular emphasis on the incorporation of uncertainty into policy decision-making. The sort of post-crisis uncertainty that central banks are dealing with today is more profound than that which is typically subjected to rigorous analysis and does not lend itself easily to formal modelling. As a practical matter, the policy-maker is dependent on macro models to develop a coherent monetary policy plan, and this burden of coherence means that fundamental uncertainty must be incorporated explicitly into the policy formulation process. As suggested here, doing so transforms policy formulation from an exercise in reverse engineering to one of risk management, one consequence of which is to inject a little more realism about uncertainty into the policy narrative, while trusting markets to wrestle with the data flow and deliver two-way trading. The evolution is likely to be a long one - researchers are encouraged to keep focusing on developing a practical understanding of how the economy works, one that admits that rules around economic behaviour are not cast in stone, but are almost certainly subject to variation through time and events."
"2014-7","Why Do Canadian Firms Invest and Operate Abroad? Implications for Canadian Exports","December 2014","Martin Coiteux,Patrick Rizzetto,Lena Suchanek,Jane Voll","FALSE,FALSE,TRUE,TRUE","International topics,Recent economic and financial developments","F,F1,F10,F2,F21,F23,F4,F41","Canadian foreign direct investment and sales of Canadian multinational firms’ operations abroad, particularly in the manufacturing industry and in the United States, have accelerated sharply over the past decade. At the same time, although foreign demand has accelerated following the Great Recession, Canadian exports have failed to rebound as strongly as historical correlation would suggest. If part of Canadian firms’ investment abroad over the past decade was intended to replace their Canadian production and exports, it could help to explain recent export weakness. This paper investigates these issues in the Canadian forest products industry and the motor vehicle parts manufacturing industry, using a case study approach. Specifically, we examine 15 large, Canadian, publicly traded firms, dominant in each of these industries, over the period 2000-13. We triangulate (i) financial statement data and (ii) public statements about decisions to invest abroad with (iii) macroeconomic data on the activity of Canadian foreign affiliates, focusing on investments in the United States and Mexico. We find that over this period, the companies in the study increasingly chose to invest abroad, leading to a shift in relative operational capacity from Canada to locations abroad. Motives behind this trend include market-seeking objectives, as well as relative cost factors and strategic asset seeking abroad. This shift in the location of production capacity may, at least for the industries and the time period studied, help to explain the weakness in Canadian merchandise exports over the past years, since these firms increasingly choose to serve foreign demand through their operations abroad, rather than exclusively through exports."
"2015-10","An Update - Canadian Non-Energy Exports: Past Performance and Future Prospects","October 2015","André Binette,Daniel de Munnik,Julie Melanson","TRUE,TRUE,FALSE","Balance of payments and components,Exchange rates,International topics","F,F1,F10,F14,F4,F43","In light of the fact that Canada was continuing to lose market share in the United States, Binette, de Munnik and Gouin-Bonenfant (2014) studied 31 Canadian non-energy export (NEX) categories to assess their individual performance. From this list, about half were expected to lead the recovery in exports. Since that time, NEX growth has picked up: about 80 per cent of the 31 categories have grown in line with, or outperformed, their respective U.S. benchmarks. Furthermore, about half are currently showing upward momentum. Many export categories highly sensitive to the exchange rate have been a key source of strength, as they benefited from the further depreciation of the Canadian dollar. In addition, a more granular analysis finds that export product categories are emerging or re-emerging from low levels. On the downside, however, some categories closely linked to commodity prices have been affected by weak activity and lower prices."
"2015-11","Trends in Firm Entry and New Entrepreneurship in Canada","October 2015","Shutao Cao,Mohanad Salameh,Mai Seki,Pierre St-Amant","TRUE,TRUE,FALSE,TRUE","Firm dynamics,Market structure and pricing,Productivity","L,L1,L11,M,M1,M13","Recently released data show downward trends for both the firm entry rate and the rate of new entrepreneurship since the early 1980s in Canada. This paper documents these trends and discusses potential explanations. A shift-share analysis suggests that changes to Canada’s industrial and demographic structures cannot explain the long-term downward trends, although population aging accounts for part of the decline in new entrepreneurship since around 2000. The paper also discusses other factors potentially contributing to the downward trends: increased industrial concentration, changing labour market conditions, an increased college wage premium and higher student debt. In-depth analysis of these factors is left for future research."
"2015-12","A Comprehensive Evaluation of Measures of Core Inflation for Canada","October 2015","Mikael Khan,Louis Morel,Patrick Sabourin","TRUE,TRUE,TRUE","Inflation and prices,Monetary policy framework","E,E3,E31,E5,E52","This paper evaluates the usefulness of various measures of core inflation for the conduct of monetary policy. Traditional exclusion-based measures of core inflation are found to perform relatively poorly across a range of evaluation criteria, in part due to their inability to filter unanticipated transitory shocks. In contrast, measures such as the trimmed mean and the common component of CPI perform favorably, since they better capture persistent price movements and tend to move with macroeconomic drivers. All measures of core inflation, however, have limitations – consequently, there is merit in monitoring a set of measures. Moreover, core inflation measures are best viewed as complements to, rather than substitutes for, the thorough analysis of inflation and capacity pressures that informs the monetary policy process."
"2015-1","Measuring Potential Output at the Bank of Canada: The Extended Multivariate Filter and the Integrated Framework","January 2015","Lise Pichette,Pierre St-Amant,Ben Tomlin,Karine Anoma","TRUE,TRUE,TRUE,FALSE","Economic models,Inflation and prices,Labour markets,Productivity","E,E0,E3,E31,E5,E52","Estimating potential output and the output gap - the difference between actual output and its potential - is important for the proper conduct of monetary policy. However, the measurement and interpretation of potential output, and hence the output gap, is fraught with uncertainty, since it is unobservable. It is therefore important that we continually expand and improve upon existing models, and innovate by testing new approaches and incorporating them into the analysis of potential output and the output gap. Within this context, this paper first provides an assessment of the extended multivariate filter (EMVF), which the Bank has used since the late 1990s to come up with a baseline measure of the output gap. It is determined that the EMVF has several limitations that need to be addressed. Consequently, a modified version of the EMVF incorporating revised conditioning information is presented. In addition, a newly developed methodology, the integrated framework (IF), provides a separate analysis of trend labour input and trend labour productivity, and in doing so accounts for more long-term structural changes in the economy. While neither of these approaches is perfect, and both have limitations, they represent improvements over the conventional method. The paper also outlines how the modified EMVF, the IF, and information from the Bank’s Business Outlook Survey and other sources are used to come up with an estimate of the current output gap and the future growth rate of potential output."
"2015-2","Changing Labour Market Participation Since the Great Recession: A Regional Perspective","February 2015","Calista Cheung,Dmitry Granovsky,Gabriella Velasco","TRUE,FALSE,TRUE","Labour markets,Recent economic and financial developments,Regional economic developments","E,E2,E24,E3,E32,J,J1,J2,J21,J6","This paper discusses broad trends in labour force participation and part-time employment across different age groups since the Great Recession and uses provincial data to identify changes related to population aging, cyclical effects and other factors. The main population age groups examined are youth (aged 15-24), prime age (25-54) and older (55 and above). Six main findings are reported. First, aging has been the most important driver of reduced participation. On their own, aging effects would have depressed participation rates by more than they fell between 2007 and 2014, and have been partly offset by rising participation rates of older workers. Second, shifting age composition has had the largest impact on the Atlantic provinces, owing primarily to their shrinking prime-age populations as some workers have migrated west. Third, a considerable part of the overall participation rate decline since 2007 reflects a greater share of prime-age and youth populations that are out of the labour force for various reasons including school, illness, and family responsibilities. These changes appear to be driven by both structural and cyclical forces, although the relative importance of each is unclear. Fourth, effects associated with “discouraged workers” have been negligible. Fifth, youth participation rates have fallen the most, by 2.8 percentage points since 2007, with 9 per cent of the decline reflecting purely higher school enrolment rates. Sixth, weak business conditions appear to be the main driver behind the shift toward part-time employment since the Great Recession, with involuntary part-time work explaining almost the entire increase since 2007."
"2015-3","Sluggish Exports in Advanced Economies: How Much Is Due to Demand?","March 2015","Louis Morel","TRUE","International topics,Recent economic and financial developments","F,F1,F4","Exports in advanced economies have been relatively sluggish since 2011, growing at a much slower pace than observed before the global financial crisis. In this paper, export-demand equations for a panel of 18 countries in the Organisation for Economic Co-operation and Development (OECD) are estimated in order to assess whether this sluggishness can be attributed to weak foreign demand. Over half of the slowdown in advanced-economy export growth since 2011 (relative to the pre-crisis trend) can be explained by weak global demand growth. More specifically, exports in advanced economies have been restrained by the weakness of global investment, a trade-intensive demand component and weak demand out of Europe, a region that accounts for about 40 per cent of the demand for advanced-economy exports. Weak foreign demand cannot explain all of the weakness in aggregate OECD exports since 2011, suggesting that other factors have also played a role."
"2015-4","2013 Methods-of-Payment Survey Results","April 2015","Christopher Henry,Kim Huynh,Rallye Shen","TRUE,TRUE,TRUE","Bank notes,Digital Currencies","E,E4","As the sole issuer of bank notes, the Bank of Canada conducts methods-of-payment (MOP) surveys to obtain a detailed and representative snapshot of Canadian payment choices, with a focus on cash usage. Overall, cash usage at the point of sale has decreased since 2009, constituting 44 per cent of payment volume and 23 per cent in terms of value, and the median value of a cash transaction is about $9. Respondents’ perceptions and demographic factors are used to interpret survey data: cash is seen as a convenient, lowcost, secure and widely accepted form of payment, and is used most widely among respondents who are age 55 and above, have an income less than $45,000 or have only a high school education. The paper also provides a comprehensive view of payment innovations, such as stored-value cards, contactless credit/debit cards or mobile payments, which are often perceived as substitutes for cash."
"2015-5","Decomposing Movements in U.S. Non-Energy Import Market Shares","August 2015","Russell Barnett,Karyne B. Charbonneau","TRUE,TRUE","International topics","F,F1,F10,F14,F4","Country market shares of U.S. non-energy imports have changed considerably since 2002, with varying volatility across three subperiods: pre-crisis (2002–07), crisis (2007–09) and post-crisis (2009–14). In this paper, we analyze market shares for four main trading partners of the United States (Canada, Mexico, China and Japan). We use shift-share analysis to decompose movements in the aggregate market shares into those related to actual shifts in product-specific market shares, versus shifts in the composition of U.S. import demand and the interaction between these two effects. Our analysis shows that separating these effects is important, since shifts in product-specific market shares explain varying amounts of movements in the overall market shares across countries and between time periods. Specifically, we find that two-thirds of Canada’s decline in U.S. market share is due to shifts in product-specific market shares and that these losses were relatively stable across subperiods. In contrast, losses associated with a shift in the composition of U.S. import demand were most important during the crisis and have in fact supported Canada’s market share since 2009. We also find that almost three-quarters of Canada’s total loss in market share was concentrated in two sectors: (i) motor vehicles and parts, and (ii) forestry products and building and packaging materials. Japan’s loss in U.S. market share was very similar to Canada’s over this period. In contrast, China and Mexico both gained market share between 2002 and 2014. China gained mostly in product-specific market share, while Mexico benefited from favourable shifts in U.S. import demand."
"2015-6","Public Policy Objectives and the Next Generation of CPA Systems: An Analytical Framework","September 2015","James Chapman,Jonathan Chiu,Sajjad Jafri,Héctor Pérez Saiz","TRUE,TRUE,FALSE,TRUE","Economic models,Financial services,Financial system regulation and policies,Payment clearing and settlement systems","E,E4,E42,L,L1,L14,L15,L5,L52","The payments landscape in Canada is rapidly changing and will continue to evolve, fuelled by strong and persistent drivers. In Canada, the Canadian Payments Association (CPA) is on a path to modernize Canada’s core payment systems. This paper contributes to the discussion in three ways. First, it translates the government’s public policy objectives (PPOs) for the broad payments ecosystem into desired outcomes for CPA payment systems. Second, it develops a taxonomy for clearly describing the defining attributes of a payment system. These defining attributes are access, functionality, interoperability, timeliness of payments and risk management. Finally, we develop an analytic framework to consider the trade-offs of the various attributes to achieve the PPOs for the Canadian payments ecosystem. A key output of these contributions includes a possibilities frontier that represents the set of systems with designs that best achieve the PPOs, subject to regulatory and technological constraints. Based on the results of this exercise, we recommend the most critical issues for the CPA to investigate as it considers the modernization of its systems."
"2015-7","On the Nexus of Monetary Policy and Financial Stability: Recent Developments and Research","September 2015","Oleksiy Kryvtsov,Miguel Molico,Ben Tomlin","TRUE,TRUE,TRUE","Financial stability,Monetary policy framework","E,E0,E4,E44,E5,E52,E58,G,G1,G18","Because financial and macroeconomic conditions are tightly interconnected, financial stability considerations are an important element of any monetary policy framework. Yet, the circumstances under which it would be appropriate for the Bank to use monetary policy to lean against financial risks need to be more fully specified (Côté 2014). The extent to which financial stability concerns should be taken into account by monetary policy will be a priority topic of research at the Bank for the renewal of the inflation-control target agreement in 2016. This paper reviews four considerations of interest, taking stock of key domestic and international developments and knowledge gained over the past few years: (i) Canada and other countries have made significant progress in the implementation of micro- and macroprudential regulatory reforms, and limited existing research finds that most of these policies were effective in reducing the potential need for leaning by monetary policy; (ii) the effectiveness of the monetary policy transmission mechanism depends on the state of the financial system, implying that financial system conditions need to be taken into account by monetary policy; (iii) although exceptionally low interest rates and other forms of monetary stimulus are sometimes needed to support growth and achieve inflation-target mandates, they may lead to excessive risk-taking activities and therefore contribute to the buildup of financial imbalances; and (iv) coordination of monetary and macroprudential policies for dealing with imbalances may, in some circumstances, be beneficial. The paper concludes by identifying future areas of research to further clarify the role of monetary policy in addressing financial stability risks."
"2015-8","The Optimal Level of the Inflation Target: A Selective Review of the Literature and Outstanding Issues","October 2015","Oleksiy Kryvtsov,Rhys R. Mendes","TRUE,TRUE","Inflation targets,Inflation: costs and benefits,Monetary policy framework","E,E5,E52,E58","Bank of Canada research done prior to the most recent renewal of the inflation-control agreement in 2011 concluded that the benefits associated with a target below 2 per cent were insufficient to justify the increased risk of being constrained by the zero lower bound (ZLB) on nominal interest rates. International experience and analysis since the 2011 renewal has reinforced the importance of the ZLB. Despite the deployment of unconventional monetary policy measures by many central banks, the ZLB has proven to be a more severe and persistent obstacle to the achievement of policy goals than expected. At the same time, analysis by the Bank and others has found that interest rates are likely to be lower on average in the future than they were during the first two decades of inflation targeting. As a consequence, the probability of being constrained by the ZLB is likely higher. Together, these factors suggest that a target above 2 per cent should be considered. This paper provides an overview of the current state of knowledge and key outstanding issues regarding the costs and benefits of a higher inflation target."
"2015-9","Exchange Rate Pass-Through to Consumer Prices: Theory and Recent Evidence","October 2015","Laurence Savoie-Chabot,Mikael Khan","TRUE,TRUE","Exchange rates,Inflation and prices","E,E3,E31,E5,E52,F,F3,F31","In an open economy such as Canada’s, exchange rate movements can have a material impact on consumer prices. This is particularly important in the current context, with the significant depreciation of the Canadian dollar vis-a-vis the U.S. dollar since late 2012. This paper provides a broad overview of the various mechanisms by which exchange rate movements pass through to consumer prices and discusses the implications of exchange rate pass-through (ERPT) for the conduct of monetary policy. It then describes some of the tools used at the Bank of Canada to help quantify ERPT. We conclude by taking a closer look at the current situation in Canada, presenting a range of evidence that suggests ERPT has played an important role in recent inflation dynamics."
"2015-13","The International Experience with Negative Policy Rates","November 2015","Harriet Jackson","TRUE","Central bank research,Financial markets,International topics,Monetary policy framework","E,E5,E52,E58,E6,E65","A key issue in the renewal of the inflation-control agreement is the question of the appropriate level of the inflation target. Many observers have raised concerns that with the reduction in the neutral rate, and the experience of the recent financial crisis, the effective lower bound (ELB) is more likely to be binding in the future if inflation targets remain at 2 per cent. This has led some to argue that the inflation target should be raised to reduce the incidence of ELB episodes. Much of this debate has assumed that the ELB is close to, but not below, zero. Recently, however, a number of central banks have introduced negative policy interest rates. This paper outlines the concerns associated with negative interest rates, provides an overview of the international experience so far with negative policy rates and sets out some general observations based on this experience. It then discusses how low policy interest rates might be able to go in these economies, and offers some considerations for the renewal of the inflation-control agreement."
"2015-14","Quantitative Easing as a Policy Tool Under the Effective Lower Bound","November 2015","Abeer Reza,Eric Santor,Lena Suchanek","TRUE,TRUE,TRUE","Central bank research,International topics,Monetary policy framework,Transmission of monetary policy","E,E5,E52,E58,E6,E61,E65,N,N1,N10","This paper summarizes the international evidence on the performance of quantitative easing (QE) as a monetary policy tool when conventional policy rates are constrained by the effective lower bound (ELB). A large body of evidence suggests that expanding the central bank’s balance sheet through large-scale asset purchases can provide effective stimulus under the ELB. Transmission channels for QE are broadly similar to those of conventional policy, notwithstanding some important but subtle differences. The effectiveness of QE may be affected by imperfect pass-through to asset prices, possible leakage through global capital reallocation, a reduced impact through the bank lending channel, and diminishing returns to additional rounds of QE. Although the benefits of QE appear, so far, to outweigh the costs, at some point this may be reversed. The exact “effective quantitative bound” where the costs of QE become larger than the benefits is as yet unknown. The summary of the evidence, however, suggests that QE is indeed an “adequate” substitute for monetary policy at the ELB, rather than a “perfect” one."
"2015-15","Forward Guidance at the Effective Lower Bound: International Experience","November 2015","Karyne B. Charbonneau,Lori Rennison","TRUE,TRUE","Monetary policy framework,Monetary policy implementation,Transmission of monetary policy,Uncertainty and monetary policy","E,E4,E43,E5,E52,E58,E6","Forward guidance is one of the policy tools that a central bank can implement if it seeks to provide additional monetary stimulus when it is operating at the effective lower bound (ELB) on interest rates. It became more widely used during and after the global financial crisis. This paper reviews the international experience, based on the six central banks that have used forward guidance when operating at the ELB, in order to assess its effectiveness and the potential risks associated with its implementation. We distinguish between three distinct types of forward guidance (qualitative, time contingent and state contingent) and discuss the channels through which forward guidance operates. Overall, we find that forward guidance can be an effective tool at the ELB when clearly communicated and perceived as credible. Though evidence from the literature is somewhat mixed—since the specific effects vary across economies, episodes and type of guidance—it has generally been found to be effective in (1) lowering expectations of the future path of policy rates, (2) improving the predictability of short-term yields over the near term and (3) changing the sensitivity of financial variables to economic news. However, as with other monetary policy tools, the benefits of forward guidance need to be weighed against the costs. Those costs are mainly associated with potential loss of credibility and increased financial stability risks. Moreover, the international experience with forward guidance under conditions of negative ELBs and interest rates is limited to date."
"2015-16","Reputational Risk Management in Central Banks","November 2015","Jill Vardy","TRUE","Credibility,International topics,Monetary policy implementation","E,E5,E52,E58","This paper discusses reputational risk in the context of central banking and explains why it matters to central banks. It begins with a general discussion of reputational risk within the broader framework of risk management. It then outlines how central banks define, measure, monitor and manage reputational risk, citing examples from central banks around the world, including the Bank of Canada. Finally, it presents a model for integrating reputational risk into policy analysis and operational planning—an “embedded communications” approach that ensures such considerations are brought into the core of central bank decision making."
"2016-10","What to Expect When China Liberalizes Its Capital Account","April 2016","Mark Kruger,Gurnain Pasricha","TRUE,TRUE","Balance of payments and components,Exchange rate regimes,International topics","F,F3,F31,F32,G,G1,G18","When China joined the World Trade Organization in December 2001, it marked a watershed for the world economy. Ten years from now, the opening of China’s capital account and the financial integration that will unfold will be viewed as a milestone of similar importance. This paper discusses the benefits, to China and the rest of the world, of deepening China’s capital account liberalization. We assess China’s current level of de jure and de facto integration, in relation to other G20 economies. We update the Pasricha et al. (2015) data on capital control actions to 2015 for China, to assess China’s international financial integration. We also look at its relative international investment position to gauge its de facto integration. We then estimate the size and composition of capital flows likely to ensue assuming that China’s further capital account liberalization results in its gross international investment position converging to that of the G20 average. In addition, we discuss the risks involved with the further opening of China’s capital account and how they can best be managed. We also emphasize the potentially stabilizing effects of residents’ flows and the importance of liberalizing inflows and outflows in a balanced way and at the same time."
"2016-11","On the Nexus of Monetary Policy and Financial Stability: Effectiveness of Macroprudential Tools in Building Resilience and Mitigating Financial Imbalances","May 2016","H. Evren Damar,Miguel Molico","FALSE,TRUE","Credit and credit aggregates,Financial stability,Financial system regulation and policies","E,E5,E51,E58,G,G1,G18,G2,G28","This paper reviews the Canadian and international evidence of the effectiveness of macroprudential policy measures in building resilience and mitigating financial imbalances. The analysis concludes that these measures have broadly achieved their goal of increasing the overall resilience of the financial system to the buildup of imbalances and increasing the financial system’s ability to withstand adverse shocks. However, evidence of their effectiveness in providing countercyclical stabilization by curbing credit growth (“leaning against the financial cycle”) is limited. Among the different types of macroprudential measures, those that are “sectoral” in nature and/or those that target borrowers are most effective in leaning against the financial cycle. Overall, the observed effectiveness of macroprudential tools in addressing systemic risk implies that these policies can be complementary to monetary policy in achieving the goals of macroeconomic and financial stability."
