"id","title","date","authors","authorsInternal","topics","jel","pdf","abstract"
"2016-42","On the Value of Virtual Currencies","August 2016","Wilko Bolt,Maarten van Oordt","FALSE,TRUE","Asset Pricing,Digital Currencies,Exchange rates","E,E4,E42,E5,E51,F,F3,F31,G,G1","http://www.bankofcanada.ca/wp-content/uploads/2016/08/swp2016-42.pdf","This paper develops an economic framework to analyze the exchange rate of virtual currency. Three components are important: first, the current use of virtual currency to make payments; second, the decision of forward-looking investors to buy virtual currency (thereby effectively regulating its supply); and third, the elements that jointly drive future consumer adoption and merchant acceptance of virtual currency. The model predicts that, as virtual currency becomes more established, the exchange rate will become less sensitive to the impact of shocks to speculators’ beliefs. This undermines the notion that excessive exchange rate volatility will prohibit widespread use of virtual currency."
"2016-43","On What States Do Prices Depend? Answers from Ecuador","September 2016","Craig Benedict,Mario J. Crucini,Anthony Landry","FALSE,FALSE,TRUE","Inflation and prices,Transmission of monetary policy","E,E3,E5,F,F3,F33","http://www.bankofcanada.ca/wp-content/uploads/2016/09/swp2016-43.pdf","In this paper, we argue that differences in the cost structures across sectors play an important role in firms’ decisions to adjust their prices. We develop a menu-cost model of pricing in which retail firms intermediate trade between producers and consumers. An important facet of our analysis is that the labor-cost share of retail production differs across goods and services in the consumption basket. For example, the price of gasoline at the retail pump is predicted to adjust more frequently and by more than the price of a haircut because of the high volatility in wholesale gasoline prices relative to the wages of unskilled labor, even when both retailers face a common menu cost. This modeling approach allows us to account for some of the cross-sectional differences observed in the frequency of price adjustments across goods. We apply this model to Ecuador to take advantage of inflation variations and the rich panel of monthly retail prices."
"2016-44","Financial Constraint and Productivity: Evidence from Canadian SMEs","September 2016","Shutao Cao,Danny Leung","TRUE,FALSE","Firm dynamics,Productivity","D,D2,D24,G,G3,G32,L,L2,L25","http://www.bankofcanada.ca/wp-content/uploads/2016/09/swp2016-44.pdf","The degree to which financial constraint is binding is often not directly observable in commonly used business data sets (e.g., Compustat). In this paper, we measure and estimate the likelihood of a firm being constrained by external financing using a data set of small- and medium-sized Canadian firms. Our measure separates the need for financing from the degree of constraint, conditional on the need for financing. We find that firm size, the current-debt-to-asset ratio and cash flow are robust indicators that can be used as a proxy for financial constraint. The total debt-to-asset ratio is not, however, a statistically significant indicator of financial constraint. In addition, firms with higher cash flow are less likely to need external financing and to be constrained if they do need it. We then estimate firm-level total factor productivity by taking into account the measured likelihood of binding financial constraint. Estimates of the coefficients for labour and capital in the structural estimation of the production function can be downward-biased if financial constraint is omitted, because production inputs are negatively correlated with the likelihood of being constrained by external financing. This in turn leads to an upward bias of total factor productivity estimates, which is about 4 per cent according to our estimation."
"2016-45","Interpreting Volatility Shocks as Preference Shocks","October 2016","Shaofeng Xu","TRUE","Business fluctuations and cycles,Economic models","E,E2,E3","http://www.bankofcanada.ca/wp-content/uploads/2016/10/swp2016-45.pdf","This paper examines the relationship between volatility shocks and preference shocks in an analytically tractable endogenous growth model with recursive preferences and stochastic volatility. I show that there exists an explicit mapping between volatility shocks and preference shocks, and a rise in volatility generates the same impulse responses of macroeconomic aggregates as a negative preference shock."
"2016-46","Fragility of Resale Markets for Securitized Assets and Policy of Asset Purchases","October 2016","Martin Kuncl","TRUE","Business fluctuations and cycles,Credit and credit aggregates,Economic models,Financial markets,Financial stability,Financial system regulation and policies","E,E3,E32,E5,G,G0,G01,G2","http://www.bankofcanada.ca/wp-content/uploads/2016/10/swp2016-46.pdf","Markets for securitized assets were characterized by high liquidity prior to the recent financial crisis and by a sudden market dry-up at the onset of the crisis. A general equilibrium model with heterogeneous investment opportunities and information frictions predicts that, in boom periods or mild recessions, the degree of adverse selection in resale markets for securitized assets is limited because of the reputation-based guarantees by asset originators. This supports investment and output. However, in a deep recession, characterized by high dispersion of asset qualities, there is a sudden surge in adverse selection due to an economy-wide default on reputation-based guarantees, which persistently depresses the output in the economy. Government policy of asset purchases limits the negative effects of adverse selection on the real economy, but may create a negative moral hazard problem."
"2016-47","Managing Risk Taking with Interest Rate Policy and Macroprudential Regulations","November 2016","Simona Cociuba,Malik Shukayev,Alexander Ueberfeldt","FALSE,FALSE,TRUE","Financial system regulation and policies,Monetary policy framework","E,E4,E44,E5,E52,G,G1,G11,G18","http://www.bankofcanada.ca/wp-content/uploads/2016/11/swp2016-47.pdf","We develop a model in which a financial intermediary’s investment in risky assets—risk taking—is excessive due to limited liability and deposit insurance and characterize the policy tools that implement efficient risk taking. In the calibrated model, coordinating interest rate policy with state-contingent macroprudential regulations, either capital or leverage regulation, and a tax on profits achieves efficiency. Interest rate policy mitigates excessive risk taking by altering both the return and the supply of collateralizable safe assets. In contrast to commonly used capital regulation, leverage regulation has stronger effects on risk taking and calls for higher interest rates."
"2016-48","Business Cycles in Small, Open Economies: Evidence from Panel Data Between 1900 and 2013","November 2016","Wataru Miyamoto,Thuy Lan Nguyen","TRUE,FALSE","Business fluctuations and cycles,Economic models,International topics","E,E1,E13,E3,E32,F,F4,F41,F44","http://www.bankofcanada.ca/wp-content/uploads/2016/11/swp2016-48.pdf","Using a novel data set for 17 countries dating from 1900 to 2013, we characterize business cycles in both small developed and developing countries in a model with financial frictions and a common shock structure. We estimate the model jointly for these 17 countries using Bayesian methods. We find that financial frictions are an important feature for not only developing countries but also small developed countries. Furthermore, business cycles in both groups of countries are marked with trend productivity shocks. Common disturbances explain one-third of the fluctuations in small, open economies (both developed and developing), especially during important worldwide phenomena."
"2016-49","Monetary Policy Tradeoffs Between Financial Stability and Price Stability","November 2016","Malik Shukayev,Alexander Ueberfeldt","FALSE,TRUE","Financial stability,Monetary policy framework,Transmission of monetary policy","D,D6,D62,E,E3,E32,E4,E44,G,G0,G01","http://www.bankofcanada.ca/wp-content/uploads/2016/11/swp2016-49.pdf","We analyze the impact of interest rate policy on financial stability in an environment where banks can experience runs on their short-term liabilities, forcing them to sell assets at fire-sale prices. Price adjustment frictions and a state-dependent risk of financial crisis create the possibility of a policy tradeoff between price stability and financial stability. Focusing on Taylor rules with monetary policy possibly reacting to banks’ short-term liabilities, we find that the optimized policy uses the extra tool to support investment at the expense of higher inflation and output volatility."
"2016-5","Macroeconomic Uncertainty Through the Lens of Professional Forecasters","February 2016","Soojin Jo,Rodrigo Sekkel","FALSE,TRUE","Business fluctuations and cycles,Econometric and statistical methods","C,C3,C38,E,E1,E17,E3,E32","http://www.bankofcanada.ca/wp-content/uploads/2016/02/swp2016-5.pdf","We analyze the evolution of macroeconomic uncertainty in the United States, based on the forecast errors of consensus survey forecasts of different economic indicators. Comprehensive information contained in the survey forecasts enables us to capture a real-time subjective measure of uncertainty in a simple framework. We jointly model and estimate macroeconomic (common) and indicator-specific uncertainties of four indicators, using a factor stochastic volatility model. Our macroeconomic uncertainty has three major spikes, aligned with the 1973–75, 1980, and 2007–09 recessions, while other recessions were characterized by increases in indicator-specific uncertainties. We also demonstrate for the first time in the literature that the selection of data vintages substantially affects the relative size of jumps in estimated uncertainty series. Finally, our macroeconomic uncertainty has a persistent negative impact on real economic activity, rather than producing “wait-and-see” dynamics."
"2016-50","Broker Routing Decisions in Limit Order Markets","November 2016","David A. Cimon","FALSE","Financial markets,Market structure and pricing","G,G2,G24,G28","http://www.bankofcanada.ca/wp-content/uploads/2016/11/swp2016-50.pdf","The primary focus of this paper is to study conflict of interest in the brokerage market. Brokers face a conflict of interest when the commissions they receive from investors differ from the costs imposed by different trading venues. I construct a model of limit order trading in which brokers serve as agents for investors who wish to access equity markets. I find that brokers preferentially route marketable orders to venues with lower liquidity demand fees, driving up the execution probability at these venues and lowering adverse selection costs. When fees for liquidity supply and demand are sufficiently different, brokers route liquidity supplying orders to separate venues, where investors suffer from lower execution probability and higher costs of adverse selection."
"2016-51","Firm-Specific Shocks and Aggregate Fluctuations","November 2016","Leonid Karasik,Danny Leung,Ben Tomlin","FALSE,FALSE,TRUE","Business fluctuations and cycles,Firm dynamics,Market structure and pricing","E,E2,E22,E23,E24,E3,L,L6","http://www.bankofcanada.ca/wp-content/uploads/2016/11/swp2016-51.pdf","In order to understand what drives aggregate fluctuations, many macroeconomic models point to aggregate shocks and discount the contribution of firm-specific shocks. Recent research from other developed countries, however, has found that aggregate fluctuations are in part driven by idiosyncratic shocks to large firms. Using data on Canadian firms, this paper examines the contribution of large firms to industry-level fluctuations in gross output, investment and employment in the manufacturing sector. The data suggest that shocks to large firms can explain as much as 46% and 37% of the fluctuations in gross output and investment, respectively, but do not contribute to fluctuations in employment."
"2016-52","Supervising Financial Regulators","November 2016","Josef Schroth","TRUE","Credit and credit aggregates,Financial stability,Financial system regulation and policies,Regional economic developments","E,E4,E44,G,G2,G28,H,H7","http://www.bankofcanada.ca/wp-content/uploads/2016/11/swp2016-52.pdf","How much discretion should local financial regulators in a banking union have in accommodating local credit demand? I analyze this question in an economy where local regulators privately observe expected output from high lending. They do not fully internalize default costs from high lending since deposit insurance cannot be priced fairly. Still, output net of default costs across the banking union is highest when local regulators are rewarded rather than punished. Regulators with lower current lending receive more discretion to allow higher lending in the future, but regulators with higher current lending may not experience any limit to their discretion."
"2016-53","Capital Flows to Developing Countries: Is There an Allocation Puzzle?","November 2016","Josef Schroth","TRUE","Foreign reserves management,Interest rates,International financial markets","E,E1,E13,E2,E21,F,F4,F43","http://www.bankofcanada.ca/wp-content/uploads/2016/11/swp2016-53.pdf","Foreign direct investment inflows are positively related to growth across developing countries—but so are savings in excess of investment. I develop an explanation for this well-established puzzle by focusing on the limited availability of consumer credit in developing countries together with general equilibrium effects. In my model, fast-growing developing countries increase their holdings of safe assets, which creates net capital outflows despite inflows of foreign direct investment. The world risk-free interest rate falls as a result, and slow-growing developing countries reduce their holdings of safe assets, which creates net capital inflows despite outflows of foreign direct investment."
"2016-54","Producer Heterogeneity, Value-Added, and International Trade","December 2016","Patrick Alexander","TRUE","Economic models,International topics,Productivity,Trade Integration","F,F1,F11,F12,F14","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp2016-54.pdf","Standard new trade models depict producers as heterogeneous in total factor productivity. In this paper, I adapt the Eaton and Kortum (2002) model of international trade to incorporate tradable intermediate goods and producer heterogeneity in value-added productivity. In equilibrium, this yields a positive relationship between the international trade elasticity and the share of intermediate goods in production. This relationship is absent from the standard model and is driven by the extensive margin of trade. I then use cross-country sectoral data from 1995 to 2010 and estimate the trade elasticity, finding empirical support for this relationship and for the importance of the extensive margin. This model yields results that are similar to those of the standard model with respect to the overall magnitude of gains from trade. Importantly, however, whereas the standard model suggests that gains from trade are higher in sectors that use intermediate goods, I find that this is no longer true under the value-added heterogeneity model."
"2016-55","Quantitative Easing in a Small Open Economy: An International Portfolio Balancing Approach","December 2016","Serdar Kabaca","TRUE","International topics,Transmission of monetary policy","E,E5,E52,F,F4,F41","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp2016-55.pdf","This paper studies the effects of quantitative easing (QE) in a small open economy dynamic stochastic general-equilibrium model with international portfolio balancing. Portfolios are classified as imperfectly substitutable short-term and long-term subportfolios, each including domestic and foreign bonds. Unlike in standard small open economy models, both domestic and foreign bonds may be traded internationally. The model links the domestic term premium to the global term premium, and the implication of the model on the effectiveness of QE policies in reducing the domestic term premium depends crucially on the degree of substitutability between domestic and foreign bonds. The estimated model implies that QE in small open economies is expected to be much less effective on long-term yields because of the high substitutability between home and foreign assets found in the data. In the model, this causes the effect on the exchange rate to be limited. The paper also shows that foreign investors’ access to the domestic debt market is essential when evaluating the QE policy; ignoring foreign investors’ access would mistakenly make the policy look more effective."
"2016-56","Bank Screening Heterogeneity","December 2016","Thibaut Duprey","TRUE","Financial Institutions,Financial stability,Financial system regulation and policies","G,G1,G14,G2,G21,L,L1,L13","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp2016-56.pdf","Production efficiency and financial stability do not necessarily go hand in hand. With heterogeneity in banks’ abilities to screen borrowers, the market for loans becomes segmented and a self-competition mechanism arises. When heterogeneity increases, the intensive and extensive margins have opposite effects. Bank informational rents unambiguously decrease welfare and distort effort incentives. But the bank most efficient at screening expands its market share by competing against itself to offer effort-inducing contracts, which decreases the share of non-performing loans. A macroprudential authority acting alone reinforces this tension. Optimality is restored by targeting lending policies toward borrowers with intermediate abilities."
"2016-57","Options Decimalization","December 2016","Faith Chin,Corey Garriott","FALSE,TRUE","Financial markets,Financial system regulation and policies,Market structure and pricing","G,G1,G14,G2,G20,L,L1,L10","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp2016-57.pdf","We document the outcome of an options decimalization pilot on Canada’s derivatives exchange. Decimalization improves measures of liquidity and price efficiency. The impact differs by the moneyness of an option and is greatest for out-of-the-money options. In contrast with equity studies, decimalization improved depth near the best prices and improved liquidity for larger trades. We conclude with advice on decimalizing options: options that benefit most have underlying volatility less than 40, underlying equity bid-ask spread less than 50 basis points, at least one trade a day, and a distribution of depth skewed toward marketable prices."
"2016-58","Equity Option-Implied Probability of Default and Equity Recovery Rate","December 2016","Bo Young Chang,Greg Orosi","TRUE,FALSE","Asset Pricing,Financial markets,Market structure and pricing","G,G1,G13,G3,G33","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp2016-58.pdf","There is a close link between prices of equity options and the default probability of a firm. We show that in the presence of positive expected equity recovery, standard methods that assume zero equity recovery at default misestimate the option-implied default probability. We introduce a simple method to detect stocks with positive expected equity recovery by examining option prices and propose a method to extract the default probability from option prices that allows for positive equity recovery. We demonstrate possible applications of our methodology with examples that include large financial institutions in the United States during the 2007–09 subprime crisis."
"2016-59","Monetary Policy, Private Debt and Financial Stability Risks","December 2016","Gregory Bauer,Eleonora Granziera","FALSE,FALSE","Credit and credit aggregates,Financial stability,Monetary Policy,Transmission of monetary policy","C,C2,C21,C23,E,E5,E52,E58","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp2016-59.pdf","Can monetary policy be used to promote financial stability? We answer this question by estimating the impact of a monetary policy shock on private-sector leverage and the likelihood of a financial crisis. Impulse responses obtained from a panel VAR model of 18 advanced countries suggest that the debt-to-GDP ratio rises in the short run following an unexpected tightening in monetary policy. As a consequence, the likelihood of a financial crisis increases, as estimated from a panel logit regression. However, in the long run, output recovers and higher borrowing costs discourage new lending, leading to a deleveraging of the private sector. A lower debt-to-GDP ratio in turn reduces the likelihood of a financial crisis. These results suggest that monetary policy can achieve a less risky financial system in the long run but could fuel financial instability in the short run. We also find that the ultimate effects of a monetary policy tightening on the probability of a financial crisis depend on the leverage of the private sector: the higher the initial value of the debt-to-GDP ratio, the more beneficial the monetary policy intervention in the long run, but the more destabilizing in the short run."
"2016-6","A Microfounded Design of Interconnectedness-Based Macroprudential Policy","February 2016","Jose Fique","TRUE","Financial Institutions,Financial system regulation and policies","D,D8,D82,D85,G,G2,G21,G28","http://www.bankofcanada.ca/wp-content/uploads/2016/02/swp2016-6.pdf","To address the challenges posed by global systemically important banks (G-SIBs), the Basel Committee on Banking Supervision recommended an “additional loss absorbency requirement” for these institutions. Along these lines, I develop a microfounded design of capital surcharges that target the interconnectedness component of systemic risk. These surcharges increase the costs of establishing interbank connections, which leads to a non-monotonic welfare effect. While reduced interconnectedness decreases welfare by restricting the ability of banks to insure against liquidity shocks, it also increases it by reducing contagion when an interconnected bank fails. Thus, the regulator faces a trade-off between efficiency and financial stability. Furthermore, I show that capital requirements are more effective than default fund contributions when tail-risk exposure is the private information of banks. I conclude by analyzing how resolution regimes and stable funding requirements interact with these surcharges."
"2016-60","Non-Bank Investors and Loan Renegotiations","December 2016","Teodora Paligorova,João Santos","TRUE,FALSE","Financial Institutions,Financial system regulation and policies","G,G2,G21,G23","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp2016-60.pdf","We document that the structure of syndicates affects loan renegotiations. Lead banks with large retained shares have positive effects on renegotiations. In contrast, more diverse syndicates deter renegotiations, but only for credit lines. The former result can be explained with coordination theories. The puzzling effect of syndicate diversity in term loan renegotiations derives from the growth of collateralized loan obligations (CLOs) in the syndicated loan market and the coordination between these vehicles and lead banks. CLOs that have a relationship with the lead bank of the renegotiated loan are strong supporters of amount-increase renegotiations, arguably because this gives them access to attractive investments. Related CLOs fund not only their portion of the loan increase, but also the portion that was supposed to be funded by the lead bank. Our findings highlight the previously unrecognized role of the growing presence of non-bank lenders in corporate lending."
"2016-61","What Fed Funds Futures Tell Us About Monetary Policy Uncertainty","December 2016","Jean-Sébastien Fontaine","TRUE","Asset Pricing,Financial markets,Interest rates","E,E4,E43,E44,E47,G,G1,G12,G13","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp-2016-61.pdf","The uncertainty around future changes to the Federal Reserve target rate varies over time. In our results, the main driver of uncertainty is a “path” factor signaling information about future policy actions, which is filtered from federal funds futures data. The uncertainty is highest when it signals a loosening cycle. The uncertainty raises the risk premium in a loosening cycle, reducing the transmission of target changes to longer maturities. Our results trace the information content of federal funds futures to hedging demand."
"2016-62","Can the Common-Factor Hypothesis Explain the Observed Housing Wealth Effect?","December 2016","Narayan Bulusu,Jefferson Duarte,Carles Vergara-Alert","TRUE,FALSE,FALSE","Economic models,Housing","E,E2,E21,R,R3,R31","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp2016-62.pdf","The common-factor hypothesis is one possible explanation for the housing wealth effect. Under this hypothesis, house price appreciation is related to changes in consumption as long as the available proxies for the common driver of housing and non-housing demand are noisy and housing supply is not perfectly elastic. We simulate a model in which a common factor drives the relation between house prices and consumption to examine the extent to which the common-factor hypothesis can explain the housing wealth effect. Our results indicate that the common-factor hypothesis can easily explain the strong housing wealth effect estimated with US state-level data."
"2016-63","Information Sharing and Bargaining in Buyer-Seller Networks","December 2016","Sofia Priazhkina,Frank H. Page","TRUE,FALSE","Economic models,Firm dynamics,Market structure and pricing","C,C7,C71,C78,D,D2,D21,D4,D43,D8,D85,L,L1,L13","http://www.bankofcanada.ca/wp-content/uploads/2016/12/swp2016-63.pdf","This paper presents a model of strategic buyer-seller networks with information exchange between sellers. Prior to engaging in bargaining with buyers, sellers can share access to buyers for a negotiated transfer. We study how this information exchange affects overall market prices, volumes and welfare, given different initial market conditions and information sharing rules. In markets with homogeneous traders, sharing always increases total trade volume. The market reaches Walrasian trade volume when there are more buyers than sellers or when sellers have more bargaining power. In most cases, market surplus is completely reallocated to sellers. In the markets with heterogeneous traders, sharing may either increase or decrease total trade volume. When sellers have more bargaining power than buyers, information exchange leads to trade above the Walrasian level, thus leaving inefficiency only due to overproduction of high-cost sellers. As a result of information sharing, the buyers who value goods the least will be squeezed out from the market independent of their location and bargaining power. We also show that if, together with information exchange, sellers assign property rights on the information, exchange leads to lower volume and market prices than exchange without property rights."
"2016-7","Understanding Firms' Inflation Expectations Using the Bank of Canada's Business Outlook Survey","February 2016","Simon Richards,Matthieu Verstraete","FALSE,TRUE","Central bank research,Credibility,Econometric and statistical methods,Firm dynamics,Inflation and prices,Inflation targets,Monetary policy framework","C,C1,C2,C25,D,D2,D21,D8,D84,E,E3,E31,E5,E52,E58","http://www.bankofcanada.ca/wp-content/uploads/2016/02/swp2016-7.pdf","Inflation expectations are a key determinant of actual and future inflation and thus matter for the conduct of monetary policy. We study how firms form their inflation expectations using quarterly firm-level data from the Bank of Canada’s Business Outlook Survey, spanning the 2001 to 2015 period. The data are aggregated to construct an inflation expectations index. Results based on the index suggest that expectations are not consistent with the rationality assumption but are, still, more complex than purely adaptive expectations. Firms’ own unique experiences, such as the dynamics of the prices they expect to pay (wages/inputs), significantly influence aggregate expectations. Expectations are also found to be significantly and positively correlated with movements in oil prices. Most of the preceding results hold at the firm level. The estimation of structural shift specifications suggests that inflation expectations in Canada have drifted downward since the Great Recession. However, the data do not suggest that Canadian businesses’ expectations have become unanchored."
"2016-8","Wait a Minute: The Efficacy of Discounting versus Non-Pecuniary Payment Steering","February 2016","Angelika Welte","TRUE","Bank notes,Market structure and pricing,Payment clearing and settlement systems","D,D1,D12,E,E5,E58,G,G2,G28","http://www.bankofcanada.ca/wp-content/uploads/2016/02/swp2016-8.pdf","Merchants who accept credit cards face payment processing fees. In most countries, the no-surcharge rule prohibits them from using surcharges to pass these fees on to customers. However, merchants are allowed to steer consumers toward less costly payment methods by offering discounts or using non-pecuniary incentives such as convenience and speed. Drawing upon micro data from a survey of Canadian households, I estimate a discrete choice model of consumers’ payment methods to establish merchant costs for both of these strategies. I find that, while discounts are unprofitable because they subsidize a large portion of consumers who are already using cash and debit cards, non-pecuniary steering can be an effective strategy for transactions above $25."
"2016-9","The Dynamics of Capital Flow Episodes","March 2016","Christian Friedrich,Pierre Guérin","TRUE,FALSE","Econometric and statistical methods,International financial markets,International topics,Uncertainty and monetary policy","F,F2,F21,F3,F32,G,G1,G11","http://www.bankofcanada.ca/wp-content/uploads/2016/03/swp2016-9.pdf","This paper proposes a novel methodology for identifying episodes of strong capital flows based on a regime-switching model. In comparison with the existing literature, a key advantage of our methodology is to estimate capital flow regimes without the need for context- and sample-specific assumptions. We implement this approach using weekly fund flows data for a large set of advanced and emerging economies. As an application of our methodology to the global financial cycle literature, we use a time-varying structural vector-autoregressive (VAR) model to assess the impact of U.S. stock market volatility (VIX) shocks and U.S. monetary policy shocks on aggregated measures of equity outflow and equity inflow episodes. Our results indicate that both VIX and U.S. monetary policy shocks had substantially time-varying effects on episodes of strong capital flows over our sample period."
"2017-1","Terms-of-Trade and House Price Fluctuations: A Cross-Country Study","January 2017","Paul Corrigan","TRUE","Financial stability,Housing,International topics","C,C3,C32,E,E3,E32,E5,E51,F,F3,F36,F4,F41","http://www.bankofcanada.ca/wp-content/uploads/2017/01/swp2017-1.pdf","Terms-of-trade shocks are known to be key drivers of business cycles in open economies. This paper argues that terms-of-trade shocks were also important for house price fluctuations in a panel of developed countries over the 1994–2015 period. In a panel vector error-correction model of house prices, household debt and real tradable prices, terms-of-trade shocks explain between 16 and 41 per cent of the long-run variance in house price growth in a typical country, and from 45 to 85 per cent of the long-run variance of the ratio of house prices to non-housing consumption. Most of the variation in the house price/consumption ratio is associated with changes in real import prices, with idiosyncratic shocks to real export prices playing a minor role. On average, a permanent 1 per cent decline in real import prices raises the ratio of real house prices to non-housing consumption by about 0.9 per cent."
"2017-10","Small‐Sample Tests for Stock Return Predictability with Possibly Non‐Stationary Regressors and GARCH‐Type Effects","March 2017","Sermin Gungor,Richard Luger","TRUE,FALSE","Asset Pricing,Econometric and statistical methods,Financial markets","C,C1,C12,C3,C32,G,G1,G14","http://www.bankofcanada.ca/wp-content/uploads/2017/03/swp2017-10.pdf","We develop a simulation-based procedure to test for stock return predictability with multiple regressors. The process governing the regressors is left completely free and the test procedure remains valid in small samples even in the presence of non-normalities and GARCH-type effects in the stock returns. The usefulness of the new procedure is demonstrated both in a simulation study and by examining the ability of a group of financial variables to predict excess stock returns. We find robust evidence of predictability during the period 1948–2014, driven entirely by the term spread. This empirical evidence, however, is much weaker over subsamples."
"2017-11","Anticipated Technology Shocks: A Re‐Evaluation Using Cointegrated Technologies","April 2017","Joel Wagner","TRUE","Business fluctuations and cycles,Productivity","E,E3,E32","http://www.bankofcanada.ca/wp-content/uploads/2017/04/swp2017-11.pdf","Two approaches have been taken in the literature to evaluate the relative importance of news shocks as a source of business cycle volatility. The first is an empirical approach that performs a structural vector autoregression to assess the relative importance of news shocks, while the second is a structural-model-based approach. The first approach suggests that anticipated technology shocks are an important source of business cycle volatility; the second finds anticipated technology shocks are incapable of generating any business cycle volatility. This paper challenges the latter conclusion by presenting a structural news shock model adapted to reproduce the cointegrating relationship between total factor productivity and the relative price of investment. With cointegrated neutral and investment-specific technology, anticipated shocks to the common stochastic trend explain approximately 22%, 32%, 34% and 20% of the variance of output, investment, hours and consumption in the United States, respectively, reconciling the discrepancy between theory and data."
"2017-12","Accounting for Real Exchange Rates Using Micro‐Data","April 2017","Mario J. Crucini,Anthony Landry","FALSE,TRUE","Exchange rates,International financial markets,Trade Integration","F,F3","http://www.bankofcanada.ca/wp-content/uploads/2017/04/swp2017-12.pdf","The classical dichotomy predicts that all of the time-series variance in the aggregate real exchange rate is accounted for by non-traded goods in the consumer price index (CPI) basket because traded goods obey the Law of One Price. In stark contrast, Engel (1999) claimed the opposite: that traded goods accounted for all of the variance. Using micro-data and recognizing that final good prices include both the cost of the goods themselves and local, non-traded inputs into retail such as labor and retail space, our work re-establishes the conceptual value of the classical dichotomy. We also carefully show the role of aggregation, consumption expenditure weighting and assignment of covariance terms in the differences between our findings and those of Engel."
"2017-13","Markov‐Switching Three‐Pass Regression Filter","April 2017","Pierre Guérin,Danilo Leiva-Leon,Massimiliano Marcellino","FALSE,FALSE,FALSE","Econometric and statistical methods","C,C2,C22,C23,C5,C53","http://www.bankofcanada.ca/wp-content/uploads/2017/04/swp2017-13.pdf","We introduce a new approach for the estimation of high-dimensional factor models with regime-switching factor loadings by extending the linear three-pass regression filter to settings where parameters can vary according to Markov processes. The new method, denoted as Markov-switching three-pass regression filter (MS-3PRF), is suitable for datasets with large cross-sectional dimensions, since estimation and inference are straightforward, as opposed to existing regime-switching factor models where computational complexity limits applicability to few variables. In a Monte Carlo experiment, we study the finite sample properties of the MS-3PRF and find that it performs favourably compared with alternative modelling approaches whenever there is structural instability in factor loadings. For empirical applications, we consider forecasting economic activity and bilateral exchange rates, finding that the MS-3PRF approach is competitive in both cases."
"2017-14","Strategic Complementarities and Money Market Fund Liquidity Management","April 2017","Jonathan Witmer","TRUE","Financial Institutions,Financial markets","F,F3,F30,G,G0,G01,G1,G18,G2,G20","http://www.bankofcanada.ca/wp-content/uploads/2017/04/swp2017-14.pdf","Following the financial crisis, there has been increased regulatory focus on the management of liquidity in mutual funds and, specifically, whether funds hold enough liquidity to guard against the potential for investor runs. Using a novel, detailed regulatory dataset on the portfolio holdings of US money market funds, I find that internal prime money market funds—those that manage the liquidity of other funds in the fund family—have lower liquidity than external prime funds. This suggests that money market funds hold more liquidity to reduce the potential for strategic complementarities (i.e., incentives to run) in investor redemptions, because the family funds that invest in these internal funds should be able to coordinate their redemption decisions. Additionally, at quarter ends, when non-US bank dealers reduce their repo funding (Munyan, 2015), I find that prime money market funds reduce their overnight liquidity, which consists primarily of overnight repos. External prime money market funds do not let this decreased cash demand from non-US bank dealers reduce their liquidity as much as internal funds do. This all suggests that these external prime money market funds are more concerned about overnight liquidity, consistent with greater concern about potential investor strategic complementarities."
"2017-15","Constrained Efficiency with Adverse Selection and Directed Search","April 2017","Mohammad Davoodalhosseini","TRUE","Economic models,Financial markets,Financial system regulation and policies,Market structure and pricing","D,D8,D82,D83,E,E2,E24,G,G1,J,J3,J31,J6,J64","http://www.bankofcanada.ca/wp-content/uploads/2017/04/swp2017-15.pdf","Constrained efficient allocation (CE) is characterized in a model of adverse selection and directed search (Guerrieri, Shimer, and Wright (2010)). CE is defined to be the allocation that maximizes welfare, the ex-ante utility of all agents, subject to the frictions of the environment. When equilibrium does not achieve the first best (the allocation that maximizes welfare under complete information), then welfare in the CE is strictly higher than welfare in the equilibrium allocation. That is, equilibrium is not constrained efficient. Under some conditions, welfare in the CE even attains welfare in the first best. Finally, sufficient conditions are provided under which equilibrium is not constrained Pareto efficient, either. Cross-subsidization is the key to all these results. In an asset market application, the first best is shown to be implementable through tax schedules that are monotone in the asset prices."
